id,ANO,MP,SOLUCAO,DESENVOLVEDOR,CATEGORIA,ABRANGENCIA,FUNCIONALIDADE,FINALIDADE,PERMISSIONAMENTO,FONTE,CONTATO,CONSUMO,LINK
723,2023,MPMG,CAMPANHA ELEITORAL LEGAL,DINI - GSI-MPMG,GERAIS,ESTADUAL,"Ferramenta que indica, de forma automática, posts e mensagens na rede social X (Twitter) que são potenciais propagandas eleitorais fora de época (antecipadas).",,,,,,
724,2023,MPMG,ÁQUILA,DINI - GSI-MPMG,GERAIS,ESTADUAL,Ferramenta de reconhecimento facial e detecção de objetos (veículos e armas) em imagens e vídeos - liberação total por volta de março de 2024,,,,,,
725,2023,MPMG,BEAGLE MPMG,GSI/MPMG - LABINT - TABLEAU,GERAIS,NACIONAL,"Ferramenta - a partir do código cedido pelo MPRN, para cruzamento de dados do BNMP em diversas bases de dados, informações fornecidas aos usuários com paineis interativos BI, atualização mensal das informações",,,,,,
726,2023,MPMG,BIRD,GSI/MPMG,GERAIS,NACIONAL,API para busca de informações textuais em linguagem natural não estruturada - gera ranking de documentos relevantes para o usuário,,,,,,
727,2023,MPMG,HORSE,GSI/MPMG,GERAIS,NACIONAL,"Haversting Online Resouce System Engine - HORSE - plataforma web que permite aos usuários configurarem coletores de dados de forma personalizada e flexível para atingir o objetivo de extrair dados de uma fonte específica de informações - obtenção de dados atualizados e relevantes, várias especificidades",,,,,,
728,2023,MPMA,SINESP INFOSEG,SENASP,GERAIS,NACIONAL,Consulta à base de dados diversos da Receita Federal,Investigação,Restrito,Conv. Direto,Externo,Consulta on line,
729,2023,MPMA,CENSEC - CARTÓRIOS,CARTÓRIOS BRASIL,GERAIS,NACIONAL,"TESTAMENTOS, PROCURAÇÕES E ESCRITURAS",Investigação,Restrito,Conv. CNMP,Externo,Consulta on line,
730,2023,MPMA,SICAR,GOV.BR,GERAIS,NACIONAL,SISTEMA DE VERIFICAÇÃO DE CADASTROS AMBIENTAIS RURAIS,Investigação,Restrito,Conv. Direto,Externo,Consulta on line,
731,2023,MPMA,SIGEF - INCRA,MAPA,GERAIS,NACIONAL,SISTEMA DE GESTÃO DE INFORMAÇÕES FUNDIÁRIAS DO MEIO RURAL BRASILEIRO,Investigação,Geral,Outro,Externo,Consulta on line,
732,2023,MPMA,PANDORA,MPPB,GERAIS,NACIONAL,Consulta à base de dados diversos e analítico,Investigação,Restrito,Conv. Direto,Externo,Consulta on line,
733,2023,MPMA,PLUTÃO,MPM,GERAIS,NACIONAL,Consulta à base de dados diversos,Investigação,Restrito,Conv. Direto,Externo,Consulta on line,
734,2023,MPMA,ARCTOS,MPMA,GERAIS,NACIONAL,Consulta à base de dados diversos,Investigação,Restrito,Dev. Interno,Interno,Consulta on line,
735,2023,MPMA,SIISP,SECRETARIA DE ESTADO DE ADMINISTRAÇÃO PENITENCIÁRIA,GERAIS,ESTADUAL,SISTEMA DE INFORMAÇÕES PRISIONAIS DO MARANHÃO,Inteligência,Restrito,Conv. Direto,Externo,Consulta on line,
736,2023,MPMA,SIGMA,SECRETARIA DE SEGURANÇA PUBLICA DO MARANHÃO,GERAIS,ESTADUAL,INFORMAÇÕES SOBRE REGISTROS DE OCORRÊNCIAS NO MARANHÃO,Investigação,Restrito,Conv. Direto,Externo,Consulta on line,
737,2023,MPMA,RETINA,MPAC,GERAIS,NACIONAL,CADASTRO E INFORMAÇÕES  DE FACCIONADOS A NÍVEL NACIONAL,Inteligência,Restrito,Conv. Direto,Externo,Consulta on line,
738,2023,MPMA,AFOC,SSP MA,GERAIS,ESTADUAL,CADASTRO E INFORMAÇÕES  DE FACCIONADOS A NÍVEL ESTADUAL,Inteligência,Restrito,Conv. Direto,Externo,Consulta on line,
739,2023,MPMA,ADUNA,MPMG,GERAIS,NACIONAL,Consulta à base de dados diversos,Investigação,Restrito,Conv. Direto,Externo,Consulta on line,
740,2023,MPMA,ABIS,VALID,GERAIS,ESTADUAL,INFORMAÇÕES SOBRE REGISTROS CIVIS DO ESTADO DO MARANHÃO,Investigação,Restrito,Contrato,Externo,Consulta on line,
741,2023,MPMA,SACOP,TRIBUNAL DE CONTAS DO ESTADO DO MARANHÃO,GERAIS,ESTADUAL,INFORMAÇÕES SOBRE LICITAÇÕES E CONTRATOS,Investigação,Restrito,Conv. Direto,Externo,Consulta on line,
742,2023,MPMA,JUCEMA,JUNTA COMERCIAL DO MARANHÃO,GERAIS,ESTADUAL,INFORMAÇÕES SOBRE PESSOAS JURÍDICAS / QUADRO SOCIETÁRIO / BALANÇO PATRIMONIAL / ALTERAÇÕES DE ATOS EMPRESARIAIS,Investigação,Restrito,Conv. Direto,Externo,Consulta on line,
743,2023,MPMA,SGI,PMMA,GERAIS,ESTADUAL,SISTEMA DE GESTÃO DE INFORMAÇÕES ACERCA DE POLICIAIS MILITARES DO MARANHÃO,Inteligência,Restrito,Conv. Direto,Externo,Consulta on line,
744,2023,MPMA,CORTEX,MJ,GERAIS,NACIONAL,SISTEMA DE GESTÃO DE INFORMAÇÕES ACERCA DE POLICIAIS MILITARES DO MARANHÃO,Inteligência,Restrito,Conv. Direto,Externo,Consulta on line,
745,2023,MPMA,Transcritor,MPMA,GERAIS,Não se aplica,Sistema pra transcrição de áudios/vídeos.,Investigação,Restrito,Dev. Interno,Interno,Não se aplica,
746,2023,MPPI,INFOSEG,PRODESP,GERAIS,NACIONAL,Dados de pessoas físicas e jurídicas; CNH (fotos nao atuais),Investigação,Geral,Conv. Direto,,Consulta on line,https://seguranca.sinesp.gov.br/sinesp-seguranca/login.jsf?goto=INFOSEG
747,2023,MPPI,CAGED,MINISTERIO DA ECONOMIA,GERAIS,NACIONAL,"Registros trabalhistas atuais e historico, com datas de admissao e demissao; nivel de escolaridade",Investigação,Geral,Conv. Direto,,Consulta on line,https://geridmte.dataprev.gov.br/cas/login?service=https%3A%2F%2Fcaged.mte.gov.br%2Fcaged%2F
748,2023,MPPI,CCS,BACEN,LABLD,NACIONAL,"Dados de contas bancarias de pessoas fisicas e juridicas: banco, numero, agencia, data de abertura e encerramento e titularidade (titulares e co-titulares) e procuradores",Investigação,Restrito,Conv. Direto,,Consulta on line,https://www3.bcb.gov.br/ccs/dologin
749,2023,MPPI,SIMBA 2.0,MPF/SPPEA,LABLD,Não se aplica,Ferramenta exibe relatorios das quebras bancarias de forma organizada,Investigação,Restrito,Conv. Direto,PGR-simba@mpf.mp.br,WS - Web Service,a-mpspbr.msappproxy.net/simba/
750,2023,MPPI,Qlik Sense,,LABLD,Não se aplica,"Possibilita a criação de paineis com dados de quebra de sigilo bancário e de relatórios de inteligência financeira, a fim de facilitar a análise pelo Laboratório.",Investigação,Restrito,,,,
751,2023,MPPI,JUCEPI,,LABLD,ESTADUAL,Permite o acesso a todos documentos arquivos na Junta Comercial do Estado do Piauí,Investigação,Restrito,Conv. Direto,,,
752,2023,MPPI,SisBO,,LABLD,ESTADUAL,Sistema que permite a consulta ao boletins de ocorrência registrados no estado do Piauí,Investigação,Restrito,Conv. Direto,,,
753,2023,MPPI,SisProcep,,LABLD,ESTADUAL,Sistema que permite a consulta aos inquéritos policiais abertos no estado do Piauí,Investigação,Restrito,Conv. Direto,,,
754,2023,MPPI,DOM,,LABLD,ESTADUAL,Sistema que permite a consulta dinâmica das publicações de todos os municípios do estado do Piauí,Investigação,Restrito,Conv. Direto,,,
755,2023,MPPI,CDL/SPC Brasil,SPC,LABLD,NACIONAL,Permite a consulta de dados cadastrais de consumidores em todo o País,Investigação,Restrito,Conv. Direto,,Consulta on line,https://sistema.spc.org.br/spc/controleacesso/autenticacao/entry.action
756,2023,MPPI,Argus,,LABLD,Não se aplica,Permite a análise de dados decorrentes de quebra de sigilo bancário,Investigação,Restrito,Conv. Direto,,,
757,2023,MPPI,CENSEC,,LABLD,NACIONAL,Sistema que apresenta atos cartorários realizados em âmbito nacional,Investigação,Restrito,,,,
758,2023,MPPI,SEIC-C COAF,,LABLD,Não se aplica,Permite o intercâmbio de relatórios de inteligência financeira com o COAF,Investigação,Restrito,,,,
759,2023,MPPI,CANP,,LABLD,ESTADUAL,Consulta a atos natariais no estado de São Paulo,Investigação,Restrito,,,,
760,2023,MPPI,BID,GAECO/MPPI,GERAIS,Não se aplica,BUSCA INTEGRADA POR DIVERSAS BASES DE DADOS DE ÓRGÃOS COOPERADOS,Investigação,Investigação,Outro,thiagosoares@mppi.mp.br,Consulta on line,
761,2023,MPPI,Wytron,Wytron,GERAIS,ESTADUAL,Ferramenta implementa interceptacao telefonica dinamica mediante ordem judicial e exibe analise de metadados,Investigação,Investigação,Outro,,Aplicacao especifica,
762,2023,MPPI,SITTEL,MPF/SPPEA,GERAIS,ESTADUAL,"Ferramenta recebe e organiza metadados estaticos de usuarios de operadoras de telefonia, mediante ordem judicial e dados de assinantes mediante solicitacao direta",Investigação,Investigação,Conv. Direto,,WS - Web Service,
763,2023,MPPI,SIMQ,GAECO/MPPI,EVID. FORENSES,Não se aplica,"Gestao da apreensao, custodia, remessa Centrais e descarte de vestigios apreendidos em operacoes ministeriais",Investigação,Investigação,Conv. Direto,thiagosoares@mppi.mp.br,,
764,2023,MPPI,"4PC, UFED CLOUD, 
CELEBRITTE PREMIUM",CELLEBRITE,EVID. FORENSES,Não se aplica,Extracao e indexacao de dados de equipamentos digitais apreendidos ou de quebras de nuvem,Investigação,Investigação,Contrato,,,
765,2023,MPPI,IPED,POLÍCIA FEDERAL,EVID. FORENSES,Não se aplica,Extracao e indexacao de dados de equipamentos digitais apreendidos ou de quebras de nuvem,Investigação,Investigação,Conv. Direto,,,
766,2023,MPPI,AXIOM,AXIOM,EVID. FORENSES,Não se aplica,Extracao e indexacao de dados de equipamentos digitais apreendidos ou de quebras de nuvem,Investigação,Investigação,Contrato,,,
767,2023,MPPI,SNAP,TECHBIZ,GERAIS,NACIONAL,Dados de pessoas físicas e jurídicas,Investigação,Investigação,Contrato,,,
768,2023,MPPI,TABLEAU TD3,Tableau,EVID. FORENSES,Não se aplica,Extração de dados de equipamentos digitais,Investigação,Investigação,Contrato,,,
769,2023,MPPI,FALCON,Falcon,EVID. FORENSES,Não se aplica,Extração de dados de equipamentos digitais,Investigação,Investigação,Contrato,,,
770,2023,MPPI,SISMOV,GAECO/MPPI,GERAIS,NACIONAL,BASE DE DADOS DE FACCIONADOS,Investigação,Investigação,Outro,thiagosoares@mppi.mp.br,Consulta on line,
771,2023,MPPI,AMPLO,INSTITUTO DE CRIMINALISTICA DO PIAUI,GERAIS,ESTADUAL,BASE DE LAUDOS PERICIAIS,Investigação,Investigação,Outro,,WS - Web Service,
772,2023,MPPI,IML,ATI/PI,GERAIS,ESTADUAL,BASE DE LAUDOS DO IML,Investigação,Investigação,Outro,,WS - Web Service,
773,2023,MPPI,AGESPISA,AGESPISA,GERAIS,ESTADUAL,BASE DE DADOS AGESPISA,Investigação,Investigação,Outro,,WS - Web Service,
774,2023,MPGO,CORTEX,MINISTERIO DA JUSTICA,GERAIS,NACIONAL,Dados de pessoas físicas e juridicas; trafego de veiculos; cercamento digital,Inteligência,Restrito,Conv. CNMP,agcortex.diopi@mj.gov.br,Consulta on line,https://cortex.mj.gov.br/
775,2023,MPGO,DGI,TCU,GERAIS,NACIONAL,Dados de pessoas físicas e jurídicas,Inteligência,Restrito,Conv. CNMP,,Consulta on line,http://tcu.gov.br/dgi
776,2023,MPGO,INFOSEG,SENASP,GERAIS,NACIONAL,Dados de pessoas físicas e jurídicas; CNH (fotos nao atuais),Investigação,Geral,Conv. Direto,,Consulta on line,https://seguranca.sinesp.gov.br/sinesp-seguranca/login.jsf?goto=INFOSEG
777,2023,MPGO,CRC JUD,ARPENBRASIL,GERAIS,NACIONAL,Dados de pessoas físicas,Investigação,Restrito,Conv. Direto,,Consulta on line,https://sistema.registrocivil.org.br/portal/?CFID=645969&CFTOKEN=e6a2493dca004077-16A01887-B500-3285-BF5DA800F2C95922
778,2023,MPGO,SPC,PAI,GERAIS,NACIONAL,Web Service SPC Brasil para acesso aos dados do serviço de proteção ao crédito,Investigação,Geral,Contrato,,Aplicacao especifica,Intranet MPGO
779,2023,MPGO,CAGED - DGI,MINISTERIO DA ECONOMIA,GERAIS,NACIONAL,"Registros trabalhistas atuais e historico, com datas de admissao e demissao; nivel de escolaridade",Inteligência,Restrito,Conv. Direto,,Consulta on line,https://geridmte.dataprev.gov.br/cas/login?service=https%3A%2F%2Fcaged.mte.gov.br%2Fcaged%2F
780,2023,MPGO,CNIS,INSS,GERAIS,NACIONAL,"Registros trabalhistas atuais e historico, com datas de admissao e demissao; nível escolaridade; valor dos salarios - pesquisa apenas por pf",Investigação,Restrito,Conv. CNMP,,Consulta on line,https://geridinss.dataprev.gov.br/cas/login?service=https%3A%2F%2Fportalcnis.inss.gov.br%2F%3Bjsessionid%3DLfqzj8yhsZwLT583lSzjhdQ8jVyFgMJ6sFDYgPTVLyL2znbpm9yT%21-152969422
781,2023,MPGO,RAIS,SERPRO,GERAIS,NACIONAL,"Registros trabalhistas atuais e histórico (descricao generica), com datas de admissao e demissão; valor dos salarios (pesquisa pontual) - Pesquisa por pf ou pj",Investigação,Restrito,Contrato,,Consulta on line,https://hod.serpro.gov.br/a83016cv/
782,2023,MPGO,SERPRO,SERPRO,GERAIS,NACIONAL,Dados de pessoas fisicas e juridicas; historico de socios de pessoas juridicas,Investigação,Geral,Contrato,,Consulta on line,https://hod.serpro.gov.br/a83016cv/
783,2023,MPGO,SEEU,CNJ,GERAIS,NACIONAL,Consulta aos processos de execuçcões criminais - nacional,Investigação,Restrito,Conv. Direto,,Consulta on line,https://seeu.pje.jus.br/
784,2023,MPGO,CENSEC,COLEGIO NOTARIAL DO BRASIL,GERAIS,NACIONAL,Informações sobre Escrituras de compra e venda e procuracoes,Investigação,Restrito,Conv. Direto,,Consulta on line,https://censec.org.br/; https://www.signo.org.br/#/
785,2023,MPGO,DETRAN,DETRAN-GO,GERAIS,ESTADUAL,Consulta aos dados cadastrais de veículos e condutores,Investigação,Restrito,Conv. Direto,,Consulta on line,https://portal.detran.go.gov.br/sna/
786,2023,MPGO,GUARDIAO,DIGITRO,GERAIS,Não se aplica,Ferramenta implementa interceptacao telefonica dinamica mediante ordem judicial e exibe analise de metadados,Investigação,Geral,Contrato,Pedro Cunali <pedro.cunali@digitro.com>,WS - Web Service,https://www.digitro.com/
787,2023,MPGO,CAESB,CIA SANEAMENTO DF,GERAIS,ESTADUAL,Dados cadastrais clientes da Caesb,Investigação,Restrito,Conv. Direto,,Consulta on line,https://www.caesb.df.gov.br/consulta-orgaos-externos.html#conceitual
788,2023,MPGO,COPASA,CIA SANEAMENTO MG,GERAIS,ESTADUAL,Dados cadastrais clientes da Copasa,Investigação,Restrito,Conv. Direto,,Consulta on line,https://www2.copasa.com.br/servicos/opinfo/Default.aspx
789,2023,MPGO,Ofício Eletrônico,ONR,GERAIS,NACIONAL,Disponibiliza o acesso as Certidões de inteiro teor sobre imóveis registrados nos cartórios de imóveis em todas as unidades da federação,Investigação,Restrito,Conv. Direto,,Consulta on line,https://www.oficioeletronico.com.br/
790,2023,MPGO,Confirme Online,Credilink,GERAIS,NACIONAL,Dados cadastrais de pessoas físicas e jurídicas,Inteligência,Restrito,Conv. Direto,,Consulta on line,https://www.credilink.com.br/nova-area-do-cliente/
791,2023,MPGO,Goias Biométrico,SSP-GO,GERAIS,ESTADUAL,Sistema de Identificação Biométrica - Secretaria de Segurança Pública de Goiás,Investigação,Restrito,Conv. Direto,,Consulta on line,http://goiasbiometrico.ssp.go.gov.br/SSPGO/Default.aspx
792,2023,MPGO,JUCEG,Junta Comercial de Goiás,GERAIS,ESTADUAL,Dados cadastrais sobre pessoas jurídicas empresariais registradas em Goiás,Investigação,Restrito,Conv. Direto,,Consulta on line,https://servicos.juceg.go.gov.br/convenios/interface/login.xhtml
793,2023,MPGO,PROJUDI,TJGO,GERAIS,ESTADUAL,Informações sobre processos judiciais em tramitação em Goiás,Investigação,Restrito,Conv. Direto,,Consulta on line,https://intranet.mpgo.mp.br/pai3/projudi
794,2023,MPGO,SICAR,Sistema NACIONAL de Cadastro Ambiental Rural,GERAIS,ESTADUAL,Dados sobre propriedades em Goiás cadastradas no CAR,Investigação,Restrito,Conv. Direto,,Consulta on line,https://www.car.gov.br/#/intranet/acesso
795,2023,MPGO,AGRODEFESA,PAI,GERAIS,ESTADUAL,"Web Service da Agrodefesa para acesso aos dados cadastrais de proprietários, propriedades rurais e movimentações de animais",Investigação,Geral,Dev. Interno,,Aplicacao especifica,https://intranet.mpgo.mp.br/pai3/agrodefesa
796,2023,MPGO,IPASGO,PAI,GERAIS,ESTADUAL,Web Service do Ipasgo para acesso aos dados cadastrais do servidores do estados de Goiás e seus dependentes,Investigação,Geral,Dev. Interno,,Aplicacao especifica,https://intranet.mpgo.mp.br/pai3/ipasgo
797,2023,MPGO,TCM-GO,Forseti,GERAIS,ESTADUAL,"Web Service do Tribunal de Contas dos Municípios(TCM)para acesso aos dados de contratos, empenhos, folhas de pagamento, Colare e servidores",Investigação,Geral,Dev. Interno,,Aplicacao especifica,https://intranet.mpgo.mp.br/forseti/inteligencia_dados
798,2023,MPGO,Nota Fiscal Eletrônica,Forseti,GERAIS,ESTADUAL,Dados sobre notas fiscais emitidas para entidades públicas goianas,Investigação,Geral,Dev. Interno,,Aplicacao especifica,https://intranet.mpgo.mp.br/forseti/inteligencia_dados
799,2023,MPGO,CGE,Forseti,GERAIS,ESTADUAL,"Dados sobre contratos, gastos públicos e servidores estaduais",Investigação,Geral,Dev. Interno,,Aplicacao especifica,https://intranet.mpgo.mp.br/forseti/inteligencia_dados
800,2023,MPGO,ANAC,Forseti,GERAIS,NACIONAL,Dados cadastrais sobre aeronaves regsitradas no país,Investigação,Geral,Dev. Interno,,Aplicacao especifica,https://intranet.mpgo.mp.br/pai3/consulta_integrada/pessoa_fisica/results
801,2023,MPGO,SANEAGO,PAI,GERAIS,ESTADUAL,Web service para acesso a dados cadastrais sobre clientes da Saneago,Investigação,Geral,Dev. Interno,,Aplicacao especifica,https://intranet.mpgo.mp.br/pai3/consulta_integrada/pessoa_fisica/results
802,2023,MPGO,TRANSPARÊNCIA BRASIL,PAI E Forseti,GERAIS,NACIONAL,"Web Service da Transparência Brasil para acesso aos dados do Auxílio Emergencial, Servidores do Poder Executivo Federal, Convênios e Pessoas Expostas Politicamente (PEP);",Investigação,Geral,Outro,,Aplicacao especifica,https://intranet.mpgo.mp.br/pai3/consulta_integrada/pessoa_fisica/results
803,2023,MPGO,SINAFLOR,IBAMA,GERAIS,NACIONAL,Dados cadastrais -superficiais - sobre propriedades rurais,Investigação,Restrito,Conv. Direto,,Consulta on line,https://sinaflor-int.ibama.gov.br/
804,2023,MPGO,CNES,Cadastro NACIONAL de Estabelecimentos de Saúde,GERAIS,NACIONAL,Dados cadastrais sobre estabelecimentos e profissionais da área da saúde,Investigação,Geral,Outro,,Consulta on line,https://cnes.datasus.gov.br/pages/consultas.jsp
805,2023,MPGO,ATENA,MPGO,GERAIS,ESTADUAL,Informações sobre procedimentos e processos judiciais com atuação direta do MPGO,Investigação,Geral,Outro,,Consulta on line,https://intranet.mpgo.mp.br/atena-4/pagina_inicial
806,2023,MPGO,STRIX,Strix.com,GERAIS,Não se aplica,Sistema de análise telefônica e telemática,Investigação,Restrito,Contrato,,Consulta on line,https://mpgo.m1strix.com/login
807,2023,MPGO,HARPIA,SSP-GO,GERAIS,ESTADUAL,Pesquisas por reconhecimento facial e nominal de investigados,Investigação,Restrito,Outro,,Consulta on line,https://harpia.ssp.go.gov.br/#!/login
808,2023,MPGO,Mportal,SSP-GO,GERAIS,ESTADUAL,Pesquisas de informações sobre registros policiais,Investigação,Restrito,Outro,,Consulta on line,https://mportal.ssp.go.gov.br/#/
809,2023,MPGO,CNIB,Corregedoria NACIONAL de Justiça,GERAIS,NACIONAL,A CNIB realiza verdadeiro rastreamento de todos os bens que o atingido pela indisponibilidade possui em território nacional.,Investigação,Restrito,Conv. Direto,,Aplicacao especifica,https://intranet.mpgo.mp.br/pai3/cnib
810,2023,MPGO,FILIA,TSE,GERAIS,NACIONAL,Certidões sobre filiações partidárias,Investigação,Geral,Outro,,Consulta on line,https://www.tse.jus.br/partidos/filiacao-partidaria/relacao-de-filiados
811,2023,MPGO,DIVULGACAND,TSE,GERAIS,NACIONAL,Prestações de contas sobre campanhas eleitorais,Investigação,Geral,Outro,,Consulta on line,https://divulgacandcontas.tse.jus.br/divulga/#/
812,2023,MPGO,PAI,MPGO,GERAIS,ESTADUAL,Web Service do Detran para acesso aos dados de CNH e Veículos,Investigação,Restrito,Dev. Interno,CSI-MPGO,Aplicacao especifica,Intranet MPGO
813,2023,MPGO,PAI,MPGO,GERAIS,ESTADUAL,Web Service da SSPGO para acesso aos dados de RG e ocorrências,Investigação,Restrito,Dev. Interno,CSI-MPGO,Aplicacao especifica,Intranet MPGO
814,2023,MPGO,PAI,MPGO,GERAIS,NACIONAL,TSE - Banco de dados de doações eleitorais,Investigação,Restrito,Dev. Interno,CSI-MPGO,Aplicacao especifica,Intranet MPGO
815,2023,MPGO,PAI,MPGO,GERAIS,ESTADUAL,Web Service da SEMAD para acesso aos dados de processos de meio ambiente,Investigação,Restrito,Dev. Interno,CSI-MPGO,Aplicacao especifica,Intranet MPGO
816,2023,MPGO,PAI,MPGO,GERAIS,ESTADUAL,Goiaspen - Consulta o prontuário de presos e unidades prisionais,Investigação,Restrito,Dev. Interno,CSI-MPGO,Aplicacao especifica,Intranet MPGO
817,2023,MPGO,PAI,MPGO,GERAIS,NACIONAL,SIEL - Consulta o sistema de informações eleitorais do TSE,Investigação,Restrito,Dev. Interno,CSI-MPGO,Aplicacao especifica,Intranet MPGO
818,2023,MPGO,PAI,MPGO,GERAIS,NACIONAL,COAF - Consulta de movimentações financeiras atípicas,Investigação,Restrito,Dev. Interno,CSI-MPGO,Aplicacao especifica,Intranet MPGO
819,2023,MPGO,PAI,MPGO,GERAIS,ESTADUAL,Web Service do Detran para acesso aos dados de CNH e Veículos,Investigação,Restrito,Dev. Interno,CSI-MPGO,Aplicacao especifica,Intranet MPGO
820,2023,MPGO,PAI,MPGO,GERAIS,ESTADUAL,Web Service da SSPGO para acesso aos dados de RG e ocorrências,Investigação,Restrito,Dev. Interno,CSI-MPGO,Aplicacao especifica,Intranet MPGO
821,2023,MPGO,PAI,MPGO,GERAIS,NACIONAL,TSE - Banco de dados de doações eleitorais,Investigação,Restrito,Dev. Interno,CSI-MPGO,Aplicacao especifica,Intranet MPGO
822,2023,MPGO,PAI,MPGO,GERAIS,ESTADUAL,Web Service da SEMAD para acesso aos dados de processos de meio ambiente,Investigação,Restrito,Dev. Interno,CSI-MPGO,Aplicacao especifica,Intranet MPGO
823,2023,MPGO,PAI,MPGO,GERAIS,ESTADUAL,Goiaspen - Consulta o prontuário de presos e unidades prisionais,Investigação,Restrito,Dev. Interno,CSI-MPGO,Aplicacao especifica,Intranet MPGO
824,2023,MPGO,PAI,MPGO,GERAIS,NACIONAL,SIEL - Consulta o sistema de informações eleitorais do TSE,Investigação,Restrito,Dev. Interno,CSI-MPGO,Aplicacao especifica,Intranet MPGO
825,2023,MPGO,PAI,MPGO,GERAIS,NACIONAL,COAF - Consulta de movimentações financeiras atípicas,Investigação,Restrito,Dev. Interno,CSI-MPGO,Aplicacao especifica,Intranet MPGO
826,2023,MPGO,PAI,MPGO,GERAIS,ESTADUAL,Web Service do Detran para acesso aos dados de CNH e Veículos,Investigação,Restrito,Dev. Interno,CSI-MPGO,Aplicacao especifica,Intranet MPGO
827,2023,MPGO,PAI,MPGO,GERAIS,ESTADUAL,Web Service da SSPGO para acesso aos dados de RG e ocorrências,Investigação,Restrito,Dev. Interno,CSI-MPGO,Aplicacao especifica,Intranet MPGO
828,2023,MPGO,PAI,MPGO,GERAIS,NACIONAL,TSE - Banco de dados de doações eleitorais,Investigação,Restrito,Dev. Interno,CSI-MPGO,Aplicacao especifica,Intranet MPGO
829,2023,MPGO,PAI,MPGO,GERAIS,ESTADUAL,Web Service da SEMAD para acesso aos dados de processos de meio ambiente,Investigação,Restrito,Dev. Interno,CSI-MPGO,Aplicacao especifica,Intranet MPGO
830,2023,MPGO,PAI,MPGO,GERAIS,ESTADUAL,Goiaspen - Consulta o prontuário de presos e unidades prisionais,Investigação,Restrito,Dev. Interno,CSI-MPGO,Aplicacao especifica,Intranet MPGO
831,2023,MPGO,PAI,MPGO,GERAIS,NACIONAL,SIEL - Consulta o sistema de informações eleitorais do TSE,Investigação,Restrito,Dev. Interno,CSI-MPGO,Aplicacao especifica,Intranet MPGO
832,2023,MPGO,PAI,MPGO,GERAIS,NACIONAL,COAF - Consulta de movimentações financeiras atípicas,Investigação,Restrito,Dev. Interno,CSI-MPGO,Aplicacao especifica,Intranet MPGO
833,2023,MPGO,PAI,MPGO,GERAIS,ESTADUAL,Web Service do Detran para acesso aos dados de CNH e Veículos,Investigação,Restrito,Dev. Interno,CSI-MPGO,Aplicacao especifica,Intranet MPGO
834,2023,MPGO,PAI,MPGO,GERAIS,ESTADUAL,Web Service da SSPGO para acesso aos dados de RG e ocorrências,Investigação,Restrito,Dev. Interno,CSI-MPGO,Aplicacao especifica,Intranet MPGO
835,2023,MPGO,PAI,MPGO,GERAIS,NACIONAL,TSE - Banco de dados de doações eleitorais,Investigação,Restrito,Dev. Interno,CSI-MPGO,Aplicacao especifica,Intranet MPGO
836,2023,MPGO,PAI,MPGO,GERAIS,ESTADUAL,Web Service da SEMAD para acesso aos dados de processos de meio ambiente,Investigação,Restrito,Dev. Interno,CSI-MPGO,Aplicacao especifica,Intranet MPGO
837,2023,MPGO,PAI,MPGO,GERAIS,ESTADUAL,Goiaspen - Consulta o prontuário de presos e unidades prisionais,Investigação,Restrito,Dev. Interno,CSI-MPGO,Aplicacao especifica,Intranet MPGO
838,2023,MPGO,PAI,MPGO,GERAIS,NACIONAL,SIEL - Consulta o sistema de informações eleitorais do TSE,Investigação,Restrito,Dev. Interno,CSI-MPGO,Aplicacao especifica,Intranet MPGO
839,2023,MPGO,PAI,MPGO,GERAIS,NACIONAL,COAF - Consulta de movimentações financeiras atípicas,Investigação,Restrito,Dev. Interno,CSI-MPGO,Aplicacao especifica,Intranet MPGO
840,2023,MPGO,PAI,MPGO,GERAIS,ESTADUAL,Web Service do Detran para acesso aos dados de CNH e Veículos,Investigação,Restrito,Dev. Interno,CSI-MPGO,Aplicacao especifica,Intranet MPGO
841,2023,MPGO,PAI,MPGO,GERAIS,ESTADUAL,Web Service da SSPGO para acesso aos dados de RG e ocorrências,Investigação,Restrito,Dev. Interno,CSI-MPGO,Aplicacao especifica,Intranet MPGO
842,2023,MPGO,PAI,MPGO,GERAIS,NACIONAL,TSE - Banco de dados de doações eleitorais,Investigação,Restrito,Dev. Interno,CSI-MPGO,Aplicacao especifica,Intranet MPGO
843,2023,MPGO,PAI,MPGO,GERAIS,ESTADUAL,Web Service da SEMAD para acesso aos dados de processos de meio ambiente,Investigação,Restrito,Dev. Interno,CSI-MPGO,Aplicacao especifica,Intranet MPGO
844,2023,MPGO,PAI,MPGO,GERAIS,ESTADUAL,Goiaspen - Consulta o prontuário de presos e unidades prisionais,Investigação,Restrito,Dev. Interno,CSI-MPGO,Aplicacao especifica,Intranet MPGO
845,2023,MPGO,PAI,MPGO,GERAIS,NACIONAL,SIEL - Consulta o sistema de informações eleitorais do TSE,Investigação,Restrito,Dev. Interno,CSI-MPGO,Aplicacao especifica,Intranet MPGO
846,2023,MPGO,PAI,MPGO,GERAIS,NACIONAL,COAF - Consulta de movimentações financeiras atípicas,Investigação,Restrito,Dev. Interno,CSI-MPGO,Aplicacao especifica,Intranet MPGO
